vcf_ord pos chrom a_freq_old muttype unique for_relatedness a_freq_final keep_loci simID quasi_indep Hscan_v1.3_H12 pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p CHR rehh_2.0.2_ALL_iHS rehh_2.0.2_ALL_log10p Spearmans_ALL_rho selCoef originGen freq_old freq_final pa2 prop He tajD_sk-allel_v1.1.10 pi_sk-allel_v1.1.10 thetaW_sk-allel_v1.1.10 H12_sk-allel_v1.1.10 H2/H1_sk-allel_v1.1.10 ihs_sk-allel_v1.1.10 nsl_sk-allel_v1.1.10
3 62 1 0.199 MT=1 10902_62_MT=1_3 FALSE 0.198795180722892 TRUE 10902 TRUE NA 0.131193285846387 0.351394275880388 0.102392343227399 -0.139095738309128 0.0338954740882787 1.23791950416379 0.128470995017831 0.0540037595263322 0.0328144379972774 0.318551313688489 1.48769638215005 1.53751299952634 0.0202305446316991 0.126049928207586 1 NA NA 0.0703754870748706 NA NA NA NA NA NA NA 2.0115588569547285 0.004184565339497039 0.001953552626711779 0.14988518330349512 0.720181683754453 NA 0.21466866867335574
5 71 1 0.04 MT=1 10902_71_MT=1_5 FALSE 0.0401606425702811 TRUE 10902 FALSE NA 0 0 0 NA NA NA NA 0.105967993117652 0.0145066007221194 0.0770955307172465 NA NA 0.163933911429532 0.205509240144879 NA NA NA 0.00496410955656887 NA NA NA NA NA NA NA 2.0115588569547285 0.0041107200688000325 0.001919078168593336 0.14988518330349512 0.720181683754453 NA 0.010217370157271779
7 170 1 0.453 MT=1 10902_170_MT=1_7 FALSE 0.45281124497992 TRUE 10902 TRUE NA -0.131397205115787 -0.155497937473514 0.202788321589199 -0.0299431830997482 0.941574706967883 0.365383134079776 0.0235138728077934 0.00753601987518986 0.00885980190387052 0.49554644279931 0.136833711406247 0.146925013899779 0.0151852327294824 0.143670629847301 1 NA NA -0.0144568490398923 NA NA NA NA NA NA NA 2.0115588569547285 0.0034424749344630816 0.0016071097963589512 0.14988518330349512 0.720181683754453 NA 0.01188938831931625
8 174 1 0.25 MT=1 10902_174_MT=1_8 FALSE 0.251004016064257 TRUE 10902 FALSE NA 0.161841961230334 -0.0876297144546827 -1.75740392778554 NA NA 2.22863704880385 0.278742028731163 0.804331544999776 0.0111212694775589 0.376001999967743 0.25776421089965 0.27364854100428 1.11752170915444 0.967789415260755 1 NA NA 0.00476186872944779 NA NA NA NA NA NA NA 2.1967101729582845 0.003957434825155978 0.0017962008144052635 0.13883495830712408 0.7269679818445302 NA 0.7340434203300251
9 189 1 0.0685 MT=1 10902_189_MT=1_9 TRUE 0.0687751004016064 TRUE 10902 FALSE NA 0.0877417660362758 0.46133867240854 0.171384279520429 NA NA 1.76360480578192 0.205590887453277 0.0409425331001352 0.0246559521772005 0.128090171932711 0.927084021650939 0.964229578428723 0.0286643042067763 0.111283068439729 1 NA NA -0.0182330511074169 NA NA NA NA NA NA NA 2.1967101729582845 0.0038629101079946096 0.0017532979287108702 0.13883495830712408 0.7269679818445302 NA 2.196690123520022
10 206 1 0.054 MT=1 10902_206_MT=1_10 FALSE 0.0542168674698795 TRUE 10902 TRUE NA -0.240364426248184 -0.330661822891384 1.36926277288027 1.528911894203 -0.296629069926733 2.64740769840773 0.347522630713556 0.80996976190773 0.0367033287909039 0.102554797503266 1.91519548081276 1.97326210216071 0.534642249404906 0.135316981683845 1 NA NA -0.0182951691129241 NA NA NA NA NA NA NA 2.1967101729582845 0.003761096973365294 0.0017070869755510488 0.13883495830712408 0.7269679818445302 NA 0.36166170619087873
21 455 1 0.604 MT=1 10902_455_MT=1_21 FALSE 0.604417670682731 TRUE 10902 TRUE NA -0.260297775850902 -0.586660319927382 -0.22573489662331 0.0526432270147046 -1.5724259538703 3.43983419676274 0.483266801716169 0.0188750116683827 0.00964059598181229 0.478193900098386 0.150245999451645 0.161051518858166 0.00466643040400032 0.0575287016857636 1 NA NA 0.0107223411826784 NA NA NA NA NA NA NA 1.3717509556567669 0.0029872263564159705 0.001779011221724527 0.08852478185835712 0.7401561496603238 NA 0.20844845844492885
22 493 1 0.064 MT=1 10902_493_MT=1_22 FALSE 0.0637550200803213 TRUE 10902 TRUE NA 0.384844757505614 0.193491068606987 0.405065789134882 0.415638245721405 -0.490831828484848 1.88250644580115 0.223918576952195 0.0886114399182694 0.0109944126737984 0.119380634989758 0.193403579545795 0.206369347738153 0.119826336876969 1.03233817425831 1 NA NA 0.0883649883362889 NA NA NA NA NA NA NA 1.7127647755879085 0.0033678196012223755 0.001837743847070335 0.08674860082901888 0.7428206102913225 NA -0.6096750778323895
24 673 1 0.208 MT=1 10902_673_MT=1_24 FALSE 0.207831325301205 TRUE 10902 TRUE NA -0.43839536214253 -0.109609295322697 -1.50894283384072 -1.44414252999309 -0.867768754675136 3.59827781572639 0.511114215694659 0.653271622537901 0.0186253576736644 0.329274931049499 0.543889454546535 0.570239955590059 0.528758017423491 0.126558994588889 1 NA NA 0.013906039682313 NA NA NA NA NA NA NA 1.4931343806079458 0.003519743575899894 0.002077723241971057 0.06366580780955144 0.7481294334855699 NA -0.7065777408677721
26 737 1 0.018 MT=1 10902_737_MT=1_26 FALSE 0.0180722891566265 TRUE 10902 TRUE NA 0 0 0 0 0 NA NA 0.239601728641764 0.00689814830143831 0.0354913630425318 NA NA 0.203899133223745 0.0456155980500989 NA NA NA -0.0185609350287384 NA NA NA NA NA NA NA 1.445530906026043 0.002913398257204421 0.0017110661992702822 0.10965851357236173 0.7079032071478638 NA -0.5461344068440528
