unique position a_freq_old a_freq_final vcf_ord chrom for_relatedness keep_loci quasi_indep pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p Spearmans_ALL_rho selCoef originGen type descrip fixed_since pa2 prop He seed simID sk-allel_v1.1.10_tajD sk-allel_v1.1.10_pi sk-allel_v1.1.10_thetaW sk-allel_v1.1.10_H12 sk-allel_v1.1.10_H2/H1 sk-allel_v1.1.10_ihs sk-allel_v1.1.10_nsl
100038_0.1085 100038 0.1085 0.108476286579213 3514 3 TRUE TRUE FALSE 0.00162379030850722 -0.00106516013215049 -0.0176603027220699 NA NA 2.23693079189015 0.280079967479687 0.752575403477166 0.00789629723143379 0.193418363658395 0.0912467440016032 0.0728164196614075 0.347841553744177 0.45717034652767 0.0215072035450356 NA NA NA NA NA NA NA NA 10927 10927 2.0974790213077084 0.006039192746771552 0.002932134737851875 0.13038333905248145 0.764017707776172 NA 1.1239703048727563
100077_0.8885 100077 0.8885 0.888496468213925 3515 3 FALSE TRUE TRUE -0.002131761929299 -0.000364802757432246 0.014507353953559 0.0239660900951845 -0.00106886257045393 2.12970406229611 0.262865551239222 0.541601277661358 0.00678164489494077 0.198140988370613 0.0746827609338709 0.0579673879494108 0.210906866553593 0.466015039964118 -0.00634974514412423 NA NA NA NA NA NA NA NA 10927 10927 2.0974790213077084 0.005818529934870284 0.002824999045507287 0.13038333905248145 0.764017707776172 NA -0.8034583303137971
100144_0.1445 100144 0.1445 0.145307769929364 3517 3 FALSE TRUE TRUE -0.00166316725490785 -0.00593688137201827 0.00116605540047652 0.00405143092687644 0.0207102180743698 1.36633189358348 0.146639290418699 0.0427163168803469 0.0169556231693461 0.248386843855038 0.372386714447559 0.351151399903142 0.0523423596190218 0.0709813610811058 -0.0257082903399312 NA NA NA NA NA NA NA NA 10927 10927 2.6140274396636993 0.006083528823403693 0.0027043437107212615 0.087909245775043 0.7840890857161195 NA 0.3390070801488325
100254_0.21 100254 0.21 0.209889001009082 3521 3 FALSE TRUE TRUE 0.00231850801511978 0.0022861050396354 0.0117713267356301 0.014985908858128 -0.0158106395531087 1.37000556303138 0.147166123258152 0.279800444202817 0.00648755049331335 0.331671216528983 0.0738048810318524 0.0571908010108453 0.209913671128351 0.159917679225392 -0.0183160303552367 NA NA NA NA NA NA NA NA 10927 10927 2.6140274396636993 0.00592642190974334 0.002634504131391301 0.087909245775043 0.7840890857161195 NA -0.23623009713743745
100322_0.1505 100322 0.1505 0.149344096871847 3522 3 FALSE TRUE FALSE 0.000317939366271745 0.0016530572573684 -0.00701404659254666 NA NA 0.410254484989675 0.0277434076404027 0.274241090860457 0.0114473927755799 0.254080875202758 0.175488887129445 0.152347699611668 0.34941919890957 0.207977752878642 0.0345789421502482 NA NA NA NA NA NA NA NA 10927 10927 2.767535847474582 0.005897572748807757 0.00256034771880399 0.07464404667232133 0.7478000918385516 NA 0.4767494517356226
100372_0.0335 100372 0.0335 0.0338042381432896 3523 3 FALSE TRUE FALSE NA NA NA NA NA NA NA 0.055415805713715 0.0159199252146128 0.0653230232536828 NA NA 0.151875845228674 0.470314165669589 0.00844442480755159 NA NA NA NA NA NA NA NA 10927 10927 2.767535847474582 0.005813973135100431 0.0025240541300065107 0.07464404667232133 0.7478000918385516 NA -0.8756227125393716
10041_0.1215 10041 0.1215 0.12008072653885 360 1 FALSE TRUE FALSE -0.000179908161187186 -0.00962581489790095 -0.00415420389139683 NA NA 2.71843592079752 0.359415826218502 0.130295773078767 0.0182428164855762 0.211322691305503 0.322803641457986 0.30003614053234 0.061925035808447 0.0206550286259103 -0.0139235568455734 NA NA NA NA NA NA NA NA 10927 10927 2.767535847474582 0.005710940699794854 0.002479324056816522 0.07464404667232133 0.7478000918385516 NA 0.39940329919756135
100551_0.05 100551 0.05 0.0504540867810293 3529 3 FALSE TRUE TRUE 0.000315951973178289 -0.00172337512446876 0.00817749735264559 0.014146215820679 -0.00836477717105763 0.531598127031608 0.0400544137721993 0.256204027957097 0.0207926607286609 0.0958169438162433 NA NA 0.480599381901807 0.545681403708492 -0.0126464593535799 NA NA NA NA NA NA NA NA 10927 10927 2.767535847474582 0.005703720800047957 0.002476189639551267 0.07464404667232133 0.7478000918385516 NA 0.39940329919756135
100557_0.2015 100557 0.2015 0.201311806256307 3530 3 FALSE TRUE TRUE -0.00379975928613612 -0.00419071371561817 -0.00600877437393145 -0.0110193206397209 0.0255021942808489 2.39692821695226 0.30609137964069 0.263802764964911 0.00881234377885188 0.32157072583626 0.105063264679905 0.0854516439860408 0.293988032456557 0.0656899424711699 0.0103074991712508 NA NA NA NA NA NA NA NA 10927 10927 2.9681016997745644 0.0060677286749795285 0.002550346360527412 0.0742316570629103 0.7458710658268728 NA 0.5485589686042882
100685_0.0215 100685 0.0215 0.0216952573158426 3535 3 FALSE TRUE TRUE NA NA NA NA NA NA NA 0.617031290944365 0.00732513320938963 0.0424491462516838 NA NA 0.988861204572347 0.877529468089825 -0.0380067153253625 NA NA NA NA NA NA NA NA 10927 10927 2.53936546062488 0.005778355359385021 0.002699374317647536 0.06645836748699956 0.7530461662238126 NA -0.9500774914132654
100703_0.0145 100703 0.0145 0.0141271442986882 3537 3 FALSE TRUE TRUE NA NA NA NA NA NA NA 0.615861302200587 0.0224702895595688 0.0278551361853046 NA NA 0.448412659262999 0.107341008851567 0.0910680027500511 NA NA NA NA NA NA NA NA 10927 10927 2.53936546062488 0.005765641706229058 0.0026934351002269696 0.06645836748699956 0.7530461662238126 NA -0.39015000719573023
10074_0.02 10074 0.02 0.0201816347124117 362 1 FALSE TRUE FALSE NA NA NA NA NA NA NA 0.329616793741295 0.0349513311946092 0.039548672665493 NA NA 0.116867440821423 0.265158222167704 -0.0252687599311075 NA NA NA NA NA NA NA NA 10927 10927 2.53936546062488 0.0057529838759190054 0.0026875219605996875 0.06645836748699956 0.7530461662238126 NA -0.9500774914132661
