unique position a_freq_old a_freq_final vcf_ord chrom for_relatedness keep_loci quasi_indep pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p Spearmans_ALL_rho selCoef originGen type descrip fixed_since pa2 prop He seed simID sk-allel_v1.1.10_tajD sk-allel_v1.1.10_pi sk-allel_v1.1.10_thetaW sk-allel_v1.1.10_H12 sk-allel_v1.1.10_H2/H1 sk-allel_v1.1.10_ihs sk-allel_v1.1.10_nsl
100133_0.7215 100133 0.7215 0.721435793731041 3302 3 TRUE TRUE FALSE 0.000162039484069767 0.00219295846691077 -0.0115914223535856 NA NA 1.40103151108584 0.151630452918361 0.300180807386531 0.0043187404863213 0.401932378509407 0.0227440350815242 0.015171215212465 0.834558943632317 0.849018097647703 -0.0052201630919139 NA NA NA NA NA NA NA NA 10928 10928 0.5064965348180145 0.0019295479874051919 0.0014664301180718166 0.5233519165829175 0.314129632101072 NA 0.0280704823708905
100180_0.7595 100180 0.7595 0.758847320525784 3304 3 FALSE TRUE TRUE -0.000963464108333886 -0.00469710246461921 -0.0315259324861839 -0.0440142952871439 -0.00445474792777561 4.42022944542735 0.658531915872981 1.45817317213592 0.0137526602103404 0.365996129313245 0.18008684509726 0.159607862282356 2.29926886621269 2.05898157438036 0.0833897518928347 NA NA NA NA NA NA NA NA 10928 10928 0.09312247129830652 0.001885440764520876 0.0017908141112833152 0.30249938402304005 0.6196954781511763 NA -0.9662760745810862
100274_0.0555 100274 0.0555 0.0561172901921132 3308 3 TRUE TRUE TRUE -0.00157240326467036 0.00481523476738656 -0.00342712778113697 -0.00305528705602099 0.00233712540750243 1.42483738807045 0.155073741019553 0.0618921398118827 0.0174184374934679 0.105936279867215 0.314953474022799 0.296418237694139 0.455576917801406 0.491257982716787 0.0588726790769074 NA NA NA NA NA NA NA NA 10928 10928 0.6542569297604554 0.002436934119223991 0.0018086693479910884 0.2235950357880058 0.553698271384575 NA -0.11723050382718214
100362_0.0175 100362 0.0175 0.0176946410515672 3310 3 FALSE TRUE FALSE NA NA NA NA NA NA NA 0.00163617667157754 -0.00421096617532815 0.034763081459247 NA NA 0.00390727829397139 0.00313231644476018 0.0160631369677849 NA NA NA NA NA NA NA NA 10928 10928 0.6542569297604554 0.002415526206024366 0.0017927805982283554 0.2235950357880058 0.553698271384575 NA 0.37262568599792273
100392_0.019 100392 0.019 0.019211324570273 3312 3 FALSE TRUE TRUE NA NA NA NA NA NA NA 0.922789351965044 0.0303247920166401 0.0376844991570573 NA NA 1.70020398639693 1.46510372538736 -0.0657422262141352 NA NA NA NA NA NA NA NA 10928 10928 0.6542569297604554 0.0023009824249855533 0.001707767292315156 0.2235950357880058 0.553698271384575 NA -1.2237935007248426
10045_0.0145 10045 0.0145 0.0146612740141557 329 1 FALSE TRUE FALSE NA NA NA NA NA NA NA 0.719236513303655 0.0360746287842812 0.0288926421168751 NA NA 0.827084136331827 0.75454425472883 0.0962286840868401 NA NA NA NA NA NA NA NA 10928 10928 1.6455541732502121 0.0031868283977183345 0.001770926454572266 0.17950130914273388 0.5034649464530272 NA -0.005203298597781945
100476_0.308 100476 0.308 0.307381193124368 3313 3 TRUE TRUE FALSE -0.00259848081808384 0.0076872269803805 0.029738351097476 NA NA 4.47221975671562 0.668002831457669 1.64775090547883 0.0207279216021329 0.425795990475616 0.485259788147707 0.475431980007986 1.94262559576932 1.74227281381282 -0.0682534810145535 NA NA NA NA NA NA NA NA 10928 10928 1.6216724567111016 0.0028663567054762465 0.0015902196734934634 0.22991480604137937 0.5857072838340246 NA -1.2997670632911178
100477_0.033 100477 0.033 0.0328614762386249 3314 3 FALSE TRUE TRUE NA NA NA NA NA NA NA 0.0482655852644558 0.0010579530941668 0.0635631992360863 NA NA 0.10953460491056 0.0735953250962722 0.020773945579361 NA NA NA NA NA NA NA NA 10928 10928 1.5673167695909629 0.003016668763249896 0.0017125442637621912 0.17690091512195322 0.5024645524459657 NA 1.03831413358153
100496_0.367 100496 0.367 0.367037411526795 3315 3 FALSE TRUE TRUE -0.00032374702507436 0.00255805130856065 0.00273439995549851 -0.00284450410398913 0.0366243250262322 0.192622517094124 0.00931873087244649 0.00545628704971384 0.0101122147133595 0.46464190013301 0.0913175581220684 0.074411179072209 0.0216131460988806 0.0152440263889453 -0.0535307480556755 NA NA NA NA NA NA NA NA 10928 10928 1.8458091993516919 0.003453592120122743 0.0018348688540309195 0.13195862270618872 0.6451438446030272 NA 1.6059053589777486
10056_0.247 10056 0.247 0.247724974721941 330 1 FALSE TRUE FALSE -0.00252362421539796 -0.00255513142302556 -0.00338144943197689 NA NA 0.917301065220718 0.0855242030921935 0.152708242431891 0.00474539473640476 0.37271462324191 0.0275269294426449 0.0189049326324157 0.273380534981596 0.262433704321593 -0.00543931665337113 NA NA NA NA NA NA NA NA 10928 10928 1.8458091993516919 0.003453592120122743 0.0018348688540309195 0.13195862270618872 0.6451438446030272 NA -0.692077824464351
