vcf_ord pos chrom a_freq_old muttype unique for_relatedness a_freq_final keep_loci simID quasi_indep Hscan_v1.3_H12 pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p CHR rehh_2.0.2_ALL_iHS rehh_2.0.2_ALL_log10p Spearmans_ALL_rho selCoef originGen freq_old freq_final pa2 prop He tajD_sk-allel_v1.1.10 pi_sk-allel_v1.1.10 thetaW_sk-allel_v1.1.10 H12_sk-allel_v1.1.10 H2/H1_sk-allel_v1.1.10 ihs_sk-allel_v1.1.10 nsl_sk-allel_v1.1.10
1 69 1 0.048 MT=1 10950_69_MT=1_1 FALSE 0.0480961923847695 TRUE 10950 FALSE NA 0 0 0 NA NA NA NA 0.129627383722667 0.0129518763692852 0.0915658973257136 NA NA 0.115934740777713 0.111720816097053 NA NA NA -0.0412907613398938 NA NA NA NA NA NA NA 2.009610490464558 0.006331908034399055 0.0031737439266220895 0.30203392757458813 0.19689600305179505 NA -0.16506267950145517
2 110 1 0.192 MT=1 10950_110_MT=1_2 FALSE 0.19188376753507 TRUE 10950 FALSE NA 0.240439958646011 0.738070487800413 -0.146974522059043 NA NA 3.05323298976973 0.416245620800377 0.342991525005887 0.0166563944088127 0.310128774583235 0.332260019373562 0.357853827938187 0.697195673803545 0.786134219905114 1 NA NA 0.0669357115233575 NA NA NA NA NA NA NA 2.1700722557002328 0.006492512255874288 0.0031593301023740187 0.18709161810595135 0.26384973648731447 NA -1.5685247825052695
4 116 1 0.041 MT=1 10950_116_MT=1_4 FALSE 0.0410821643286573 TRUE 10950 TRUE NA 0 0 0 0 0 NA NA 0.395765010759733 0.0138890377175121 0.0787888402054611 NA NA 0.926643538772067 0.990850961268057 NA NA NA 0.0532275774738351 NA NA NA NA NA NA NA 2.1700722557002328 0.006421426355262525 0.0031247388968735734 0.18709161810595135 0.26384973648731447 NA 0.42793999255676474
5 136 1 0.0195 MT=1 10950_136_MT=1_5 FALSE 0.0195390781563126 TRUE 10950 TRUE NA 0 0 0 0 0 NA NA 0.0051972826785694 0.0240390984546304 0.0383146051622283 NA NA 0.05424637434329 0.0506518836429374 NA NA NA -0.00754717973526344 NA NA NA NA NA NA NA 2.48847181602222 0.0070740894051154295 0.0032300495136193125 0.13195930940036382 0.46121217421724686 NA 0.20772987755955544
6 225 1 0.0895 MT=1 10950_225_MT=1_6 FALSE 0.0896793587174349 TRUE 10950 TRUE NA -0.277863719157577 0.0197398575137894 0.154339834955066 -0.599270366321175 -1.97041245809367 0.784887643094599 0.069011161275905 0.256250188344925 0.0271710322862163 0.163273942674929 0.944077284508944 1.04192250193405 0.0586371857501009 0.0570718852990359 1 NA NA 0.0374067425010041 NA NA NA NA NA NA NA 2.6266370171760154 0.007755723468620063 0.003537158229424619 0.1095477528202698 0.5198559180757323 NA 0.2903130700974285
8 244 1 0.132 MT=1 10950_244_MT=1_8 FALSE 0.131763527054108 TRUE 10950 FALSE NA -0.480093617050095 -0.212560952883739 -0.807937455991713 NA NA 5.1319137855968 0.789444147812428 0.383360573409193 0.0114501384777902 0.228803799984739 0.164842553511399 0.173147835929631 0.0811852713767138 0.0542103689907132 1 NA NA -0.0194059376022421 NA NA NA NA NA NA NA 2.4682225735677084 0.007632378547488119 0.0036186748002677896 0.100848992574327 0.509232392508573 NA -1.193449056848326
10 312 1 0.5935 MT=1 10950_312_MT=1_10 TRUE 0.593186372745491 TRUE 10950 TRUE NA 0.311312815075381 -0.100069138828953 0.0877054452339492 1.59194310273183 0.0817250804350182 0.992121953472699 0.0951989003055492 0.950255862207511 0.0168346887822869 0.482632599869077 0.343478267735939 0.370309509513978 0.723465574804824 0.732231310271425 1 NA NA -0.0887504746409425 NA NA NA NA NA NA NA 2.6839196690411034 0.007576547846008669 0.0034523324909006415 0.09118788679563536 0.5042856787935502 NA 1.9613774785257345
11 313 1 0.071 MT=1 10950_313_MT=1_11 FALSE 0.0711422845691383 TRUE 10950 TRUE NA -0.39342900771229 -0.671159154740918 -0.330051656018221 -1.40507078085975 1.01638123550365 3.41474499111629 0.478876433737236 0.620361595159375 0.0121399655165653 0.132162119830844 0.224111914825731 0.238212782722014 0.299945987997959 0.248051690889191 1 NA NA -0.00541899951397255 NA NA NA NA NA NA NA 2.6839196690411034 0.007566377983128121 0.003447698487557151 0.09118788679563536 0.5042856787935502 NA -0.6165830288241171
12 341 1 0.2375 MT=1 10950_341_MT=1_12 FALSE 0.2374749498998 TRUE 10950 FALSE NA -0.632181695453526 -0.194557375810004 -0.65359115803346 NA NA 5.70552960734187 0.896710889388318 0.485470189245585 0.0197433022112199 0.362161196139775 0.493168354469205 0.537016886173409 0.0582290502137319 0.0320532677931269 1 NA NA 0.0285942052030576 NA NA NA NA NA NA NA 2.6839196690411034 0.007292304783221798 0.003322814195640462 0.09118788679563536 0.5042856787935502 NA -0.6945285412846146
14 402 1 0.235 MT=1 10950_402_MT=1_14 FALSE 0.23496993987976 TRUE 10950 FALSE NA -0.665575686355929 -0.207411447672381 -0.662900377848906 NA NA 6.21426153472032 0.992940779527125 0.463709770441882 0.0212143089581433 0.359518134465324 0.564793962336411 0.617020970857028 0.0467860013904998 0.020364683293236 1 NA NA 0.0300775132026646 NA NA NA NA NA NA NA 2.8410044052535453 0.007270415529796844 0.0032264347499749743 0.09073608138119926 0.5005631993058047 NA -0.601975977311334
